"번호","사업장명","소재지전체주소","도로명전체주소","인허가일자","영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지면적","소재지우편번호","건물용도명","기존게임업외업종명","문화사업자구분명","문화체육업종명","소방시설여부","시설면적","제공게임물명","주변환경명","지역구분명","총게임기수","최초등록시점","전화번호","위치정보(X)","위치정보(Y)","인허가번호","상세영업상태명"
"1378","뉴골드 오락실","대구광역시 달서구 본리동 440-1번지 (2층) ","대구광역시 달서구 대명천로 243, 2층 (본리동)","20110811","운영중","","","","","","","","","유통관련업","청소년게임제공업","","199.92","전체이용가","","","50","","521-0339","338571.45281800000  ","261558.40073900000  ","CDFF2241142011000016","영업중"
"1379","블루홀게임랜드","대구광역시 달서구 이곡동 1000-246번지 (지하1층) ","대구광역시 달서구 달구벌대로 1224, 지하층 (이곡동)","20110908","운영중","","","","","","","","","유통관련업","청소년게임제공업","","260.48","전체이용가","","","40","","","335613.90662100000  ","262622.27246500000  ","CDFF2241142011000021","영업중"
"1380","충무오락실","대구광역시 달서구 본리동 1208-3번지 3층 ","대구광역시 달서구 용산로 23, 3층 (본리동)","20111118","운영중","","","","","","","","","유통관련업","청소년게임제공업","","193.73","전체이용가","","준주거지역","40","","","338265.73414200000  ","261315.12898500000  ","CDFF2241142011000024","영업중"
"1381","질러존게임방","강원도 속초시 청학동 482-130번지 ","강원도 속초시 중앙로 89 (청학동)","20170524","운영중","","","","","","","","","유통관련업","청소년게임제공업","","127.11","전체이용가","","","40","","","338900.97306000000  ","523594.34224300000  ","CDFF2241142017000004","영업중"
"1382","뽑기도전","광주광역시 광산구 우산동 1605-5번지 ","광주광역시 광산구 사암로171번길 64, 1층 (우산동)","20170831","운영중","","","","","","","","","유통관련업","청소년게임제공업","","66","전체이용가","","","18","","","182175.61183200000  ","184875.86056100000  ","CDFF2241142017000029","영업중"
"1383","에이스오락실","대구광역시 달성군 화원읍 명곡리 105번지 ","대구광역시 달성군 화원읍 명곡로 12-11","20071120","운영중","","","","","","","사무실","","유통관련업","청소년게임제공업","","88.04","전체이용가","","","32","","070-7532-5543","335168.61438200000  ","256687.58411600000  ","CDFF2241142007000003","영업중"
"1384","게임타운","대구광역시 달성군 논공읍 북리 803-128번지 ","대구광역시 달성군 논공읍 논공로5길 150","20080530","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","147.45","전체이용가","","주거지역","38","","","330639.20605000000  ","248989.72611200000  ","CDFF2241142008000003","영업중"
"1385","중앙게임월드","대구광역시 달성군 현풍면 하리 48-2번지 외5필지 가동 ","대구광역시 달성군 현풍면 현풍중앙로14길 13","20080723","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","79.26","전체이용가","","일반주거지역","18","","614-2138","330876.42733200000  ","245177.42077600000  ","CDFF2241142008000010","영업중"
"1386","질러오락실","대구광역시 달성군 다사읍 매곡리 1548번지 202호(2층) ","대구광역시 달성군 다사읍 대실역북로1길 5-1","20111005","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","119","전체이용가","기타","일반상업지역","15","","","332430.11057900000  ","263312.30846800000  ","CDFF2241142011000003","영업중"
"1387","서광게임랜드","대구광역시 달성군 화원읍 천내리 103-2번지 ","대구광역시 달성군 화원읍 화원로7길 90, 3층","20111227","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","162.24","전체이용가","주택가주변","","40","","","335119.70298400000  ","257452.12024100000  ","CDFF2241142011000005","영업중"
"1388","제우스게임랜드","충청남도 당진시 송악읍 한진리 113-4번지 ","충청남도 당진시 송악읍 한진1길 250","20170526","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","145","전체이용가","학교정화(상대)","관리지역","50","","","180367.29328200000  ","385610.77061600000  ","CDFF2241142017000015","영업중"
"1389","일렉트로게임하남점","경기도 하남시 신장동 616번지 ","경기도 하남시 미사대로 750, 1층 (신장동, 스타필드하남)","20170526","운영중","","","","","","","판매시설","","유통관련업","청소년게임제공업","","114.5","전체이용가","기타","근린상업지역","29","","","219755              ","449336              ","CDFF2241142017000007","영업중"
"1390","돼지오락실","대구광역시 달성군 논공읍 북리 803-204번지 2층 ","대구광역시 달성군 논공읍 논공로 738, 2층","20140425","운영중","","","","","","","","","유통관련업","청소년게임제공업","","211.38","전체이용가","","준주거지역","40","","","330937.81715000000  ","249027.40747900000  ","CDFF2241142014000002","영업중"
"1391","대박게임랜드","충청북도 청주시 흥덕구 봉명동 732번지 ","충청북도 청주시 흥덕구 직지대로639번길 6, 2층 (봉명동)","20170525","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","223.04","전체이용가","","","","","","241508.49642600000  ","349544.65246300000  ","CDFF2241142017000023","영업중"
"1392","일렉트로 게임 (클래스어뮤즈먼트 주식회사 영등포점)","서울특별시 영등포구 영등포동4가 442번지 지하1층 이마트 매장내 ","서울특별시 영등포구 영중로 15, 지하1층 (영등포동4가, 타임스퀘어)","20170524","운영중","","","","","","","","","유통관련업","청소년게임제공업","","130","전체이용가","","","29","","","191546.58276900000  ","446421.14320800000  ","CDFF2241142017000015","영업중"
"1393","(주)파인리조트","경기도 용인시 처인구 양지면 남곡리 18-1번지 외21필지 ","경기도 용인시 처인구 양지면 남평로 112","20080529","운영중","","","","","","","환경위생시설","","유통관련업","청소년게임제공업","","117.93","전체이용가","기타","","29","","","226785.61517400000  ","414118.04006200000  ","CDFF2241142008000009","영업중"
"1394","아마존게임랜드","경기도 용인시 처인구 김량장동 254-333번지 1층 ","경기도 용인시 처인구 금령로 83, 1층 (김량장동)","20080805","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","172.03","","기타","","","","338-8686","218233.69848800000  ","415166.00283200000  ","CDFF2241142008000013","영업중"
"1395","위닝플스방","경기도 용인시 수지구 죽전동 1336-3번지 1층 ","경기도 용인시 수지구 죽전로168번길 19-4 (죽전동,1층)","20090710","운영중","","","","","","","","","유통관련업","청소년게임제공업","","146.4","전체이용가","","","","","","211145.48883600000  ","425015.34626900000  ","CDFF2241142009000012","영업중"
"1396","라이벌스쿨게임랜드","경기도 용인시 기흥구 신갈동 32-3번지 ","경기도 용인시 기흥구 신구로 49 (신갈동)","20100929","운영중","","","","","","","","","유통관련업","청소년게임제공업","","70.68","전체이용가","","","","","","209703.54046700000  ","419715.07566900000  ","CDFF2241142010000002","영업중"
"1397","전자게임장","경기도 용인시 기흥구 보라동 35번지 한국민속촌 ","경기도 용인시 기흥구 민속촌로 90, 한국민속촌 (보라동)","20101001","운영중","","","","","","","","","유통관련업","청소년게임제공업","","156.7","전체이용가","","","11","","","211012.93880200000  ","418116.81348400000  ","CDFF2241142010000004","영업중"
"1398","K-POP","경기도 용인시 기흥구 구갈동 595번지 우성메디피아 403호","경기도 용인시 기흥구 강남로 8, 403호 (구갈동)","20120924","운영중","","","","","","","","","유통관련업","청소년게임제공업","","79.56","전체이용가","","","","","","211289.62268200000  ","419083.53272900000  ","CDFF2241142012000003","영업중"
"1399","Toy, joy 멀티샵","경기도 용인시 수지구 죽전동 1320-2번지 ","경기도 용인시 수지구 죽전로144번길 11-6, 1층 (죽전동)","20131118","운영중","","","","","","","","","유통관련업","청소년게임제공업","","127.44","전체이용가","","","","","","211038.88161700000  ","424862.50209100000  ","CDFF2241142013000005","영업중"
"1400","아지트 코인 노래","경기도 용인시 기흥구 구갈동 353-7번지 그랜드프라자 505~7호","경기도 용인시 기흥구 구갈로72번길 10-1, 505~507호 (구갈동, 그랜드프라자)","20140807","운영중","","","","","","","","","유통관련업","청소년게임제공업","","222.81","전체이용가","","","","","","209973.36265000000  ","420137.49551800000  ","CDFF2241142014000001","영업중"
"1401","케이팝코인","경기도 용인시 처인구 김량장동 301-3번지 210호","경기도 용인시 처인구 금령로 86, 2층 210호 (김량장동)","20141014","운영중","","","","","","","","","유통관련업","청소년게임제공업","","57.96","전체이용가","","","9","","","218263.41002300000  ","415122.61371200000  ","CDFF2241142014000003","영업중"
"1402","엔젤코인노래방","경기도 용인시 수지구 죽전동 1323-6번지 ","경기도 용인시 수지구 죽전로144번길 11-15 (죽전동)","20150127","운영중","","","","","","","","","유통관련업","청소년게임제공업","","101.11","전체이용가","","","","","","211066.63097800000  ","424903.96713600000  ","CDFF2241142015000002","영업중"
"1403","부자게임장","경기도 양주시 덕계동 584-11번지 ","경기도 양주시 평화로1429번길 117 (덕계동)","20141218","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","133.51","전체이용가","주택가주변","일반주거지역","40","","","203775.18428300000  ","480358.68070400000  ","CDFF2241142014000005","영업중"
"1404","이글존","충청남도 당진시 읍내동 266번지 (서해빌딩) ","충청남도 당진시 당진중앙2로 211-15 (읍내동,(서해빌딩))","20101115","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","134.35","전체이용가","주택가주변","준주거지역","","","","167429.93381200000  ","377685.72434400000  ","CDFF2241142010000002","영업중"
"1405","CGV당진게임존","충청남도 당진시 읍내동 1532번지 ","충청남도 당진시 우두1로 88 (읍내동)","20141204","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","284.79","전체이용가","주택가주변","주거지역","","","07049005333","167041.60558400000  ","378195.77817200000  ","CDFF2241142014000015","영업중"
"1406","홈런 게임랜드","전라남도 화순군 화순읍 만연리 239-5번지 (지상 1층) ","전라남도 화순군 화순읍 만연로 66-10","20071107","운영중","","","","","","","","","유통관련업","청소년게임제공업","","79.38","전체이용가","","","19","","372-4949","199194.20303100000  ","173908.12347600000  ","CDFF2241142007000002","영업중"
